OBJECTID,PERMITNUMBER,PROJECTID,NAME,CONTACT,PERMITGROUP,PERMITSTATUS,StatusDate,EXPDATE,Latitude,Longitude,PDF_LINK
1089,5342-9010,NS06-0118,Powers Subdivision,Stormwater Program,Operational,Issued,1525861680000,1683504000000,43.09356,-72.87733,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5342-9010.pdf
1090,5683-9010,EJ07-0463,Gamache Residential Subdivision,Kevin Burke,Operational,Issued,1623941700000,1781568000000,44.85589,-73.06785,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5683-9010.pdf
1091,5090-9010,NS07-0089,Weathersfield Middle School,Stormwater Program,Operational,Issued,1523533320000,1681171200000,43.41076,-72.41011,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5090-9010.pdf
1092,7811-9015,,Union Elementary School,Stormwater Program,Operational,Issued,1524646560000,1682294400000,44.25931,-72.57057,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7811-9015.pdf
1093,3837-9010.A,NS88-0018,Springfield Hospital,Stormwater Program,Operational,Issued,1523959980000,1681603200000,43.29795,-72.49458,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3837-9010.A.pdf
1094,5440-9010,BR03-0328, Vanishing Brook Subdivision,Terry Purcell,Operational,Issued,1523961360000,1681603200000,44.102956,-72.854714,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5440-9010.pdf
1095,3872-9010,NS91-0001,The Greenwood School,Stormwater Program,Operational,Issued,1561720680000,1719446400000,42.97524,-72.55273,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3872-9010.pdf
1096,5219-9003,NS97-0110,Proctorsville Green Housing Project,Stormwater Program,Industrial - NOX,Issued,1522832160000,1470182400000,43.38179,-72.63823,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5219-9003.pdf
1097,7939-9015,,Greaves Farm Subdivision,Kevin Burke,Operational,Issued,1531216380000,1688860800000,44.55396,-72.58573,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7939-9015.pdf
1098,5674-9010.R,RU07-0015,Inn of the Six Mountains,Terry Purcell,Operational,Issued,1525255380000,1682899200000,43.63592,-72.7889,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5674-9010.R.pdf
1099,5021-9010.R,BR97-0543,Dishmill Farm Homesites,Kevin Burke,Operational,Issued,1526034120000,1683676800000,44.50375,-72.74634,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5021-9010.R.pdf
1100,4342-9010.R,EJ95-0075.01,Heins Estates,Winn Wilson,Operational,Issued,1527674760000,1685318400000,44.42162,-73.135557,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4342-9010.R.pdf
1101,5689-9010,BR88-0008,New Christ Covenant Church,Stormwater Program,Operational,Issued,1529919300000,1687564800000,44.35418,-72.35544,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5689-9010.pdf
1102,5736-9010,NS08-0047,Jenkins Property,Stormwater Program,Operational,Issued,1530265980000,1687910400000,43.673933,-72.441192,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5736-9010.pdf
1103,4445-9015.1,NS74-0001,Stratton Mountain,Stormwater Program,Operational,Issued,1529572200000,1687219200000,43.10321,-72.91624,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4445-9015.1.pdf
1104,5714-9010,BR04-0436,Windy Wood,Terry Purcell,Operational,Issued,1528363140000,1686009600000,44.20076,-72.4778,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5714-9010.pdf
1105,3102-9010.RA,EJ96-0726,CCTA Municipal Bus Garage,Winn Wilson,Operational,Issued,1547625420000,1705276800000,44.45039,-73.2204,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3102-9010.RA.pdf
1106,6996-9003.1,RU13-0080,South Mountain Pit,Stormwater Program,Industrial - NOI,Issued,1527849540000,1470268800000,43.838889,-72.989444,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6996-9003.1.pdf
1107,5737-9010.R,,MS4 Town of Rutland ,Terry Purcell,Operational,Inactive,1705935600000,1687046400000,43.659436,-72.949375,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5737-9010.R.pdf
1108,7409-9003,BR02-0250,KA Harvey Manufactured Housing,Stormwater Program,Industrial - NOI,Issued,1530267120000,1470268800000,44.703063,-72.569556,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7409-9003.pdf
1109,5656-9010,BR07-0198,Miller Pond Camp,Chris Gianfagna,Operational,Issued,1531474260000,1689120000000,43.895778,-72.30075,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5656-9010.pdf
1110,3028-9003.1,EJ96-0386,Burlington International Airport,Stormwater Program,Industrial - NOI,Issued,1532514480000,1470268800000,44.463889,-73.148333,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3028-9003.1.pdf
1111,5505-INDS.2,EJ96-0343.01,David Drive Business Park,Winn Wilson,Operational,Issued,1532945700000,1690588800000,44.5087,-73.13569,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5505-INDS.2.pdf
1112,3820-9010.R,NS05-0344,Stratton Village Commons I & II,Stormwater Program,Operational,Issued,1530173520000,1687824000000,43.114239,-72.903556,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3820-9010.R.pdf
1113,7924-9015.A,,MS4 Town of Shelburne ,Winn Wilson,Operational,Inactive,1766393460000,1688947200000,44.3797,-73.22882,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7924-9015.A.pdf
1114,3266-9010.R,,MS4 Town of Colchester,Winn Wilson,Operational,Inactive,1704727440000,1688947200000,44.50087,-73.2002,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3266-9010.R.pdf
1115,3343-9003,BR93-0014,Mad River Commercial Park,Stormwater Program,Industrial - NOI,Issued,1533212040000,1470268800000,44.229167,-72.796944,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3343-9003.pdf
1116,3780-INDS,NS93-0012,Drew's All Natural  (fka Putney Pasta),Stormwater Program,Operational,Issued,1536155460000,1693785600000,43.32503,-72.57806,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3780-INDS.pdf
1117,7567-9015,,Seasonal Event Venue,Stormwater Program,Operational,Issued,1538382420000,1696032000000,44.54712,-71.94921,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7567-9015.pdf
1118,5213-9003.R,,Wyre Wheel,Stormwater Program,Industrial - NOI,Issued,1533552660000,1470268800000,43.959722,-73.115,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5213-9003.R.pdf
1119,6237-9003.1,RU10-0102,American Waste and Metal,Stormwater Program,Industrial - NOI,Issued,1533556560000,1470268800000,43.606111,-73.217222,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6237-9003.1.pdf
1120,5865-9010.R,EJ97-0282,Hidden Pasture,Winn Wilson,Operational,Issued,1533125040000,1690761600000,44.21038,-73.04404,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5865-9010.R.pdf
1121,5816-9010,SJ08-0093,"Cooks Equipment, Inc.",Stormwater Program,Operational,Issued,1548847380000,1706486400000,44.932083,-72.274056,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5816-9010.pdf
1122,5715-INDO.R1,,MS4 Town of Essex,Winn Wilson,Operational,Inactive,1556275200000,1695772800000,44.51125,-73.128056,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5715-INDO.R1.pdf
1123,3631-9010.R,,MS4 Town of Colchester,Winn Wilson,Operational,Inactive,1704727200000,1691539200000,44.5462,-73.1954,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3631-9010.R.pdf
1124,7367-9003.1,SJ15-0023,Walker Gravel Pit,Stormwater Program,Industrial - NOI,Issued,1534942020000,1470268800000,44.472222,-72.330833,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7367-9003.1.pdf
1125,3178-9015.1T,EJ96-0009,Franklin Park West - Phase 1,Ashley Carver,Operational,Issued,1534759860000,1668470400000,44.83473,-73.07013,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3178-9015.1T.pdf
1126,3627-INDS.6,,MS4 University of Vermont,Winn Wilson,Operational,Inactive,1558347300000,1697500800000,44.469999,-73.19397,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3627-INDS.6.pdf
1127,3893-INDS.RTR,,MS4 Town of St. Albans ,Stormwater Program,Operational,Inactive,1680618180000,1697328000000,44.792603,-73.084506,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3893-INDS.RTR.pdf
1128,7821-9015.A,,Schindler Subdivision,Terry Purcell,Operational,Issued,1540458900000,1698105600000,44.36016,-72.6874,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7821-9015.A.pdf
1129,3010-9010.AR,RU96-0266,Middlebury Industrial Park,Terry Purcell,Operational,Issued,1537353180000,1694995200000,44.03734,-73.17633,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3010-9010.AR.pdf
1130,5919-9010,BR05-0340,Ashland Woods Subdivision,Terry Purcell,Operational,Issued,1537786140000,1695427200000,44.308047,-72.744494,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5919-9010.pdf
1131,8235-9003,,Adam Stone Trucking,Stormwater Program,Industrial - NOI,Issued,1540986120000,1470268800000,44.114061,-72.541073,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8235-9003.pdf
1132,7313-9015.A,BR02-0118,Morristown Industrial Park,Stormwater Program,Operational,Issued,1559300040000,1717027200000,44.57829,-72.58527,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7313-9015.A.pdf
1133,5754-9010,EJ08-0151,White Cap Business Park,Winn Wilson,Operational,Issued,1540203780000,1697846400000,44.46129,-73.12352,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5754-9010.pdf
1134,7041-9010.A,,City of Rutland MS4,Terry Purcell,Operational,Inactive,1766404980000,1696636800000,43.60104,-72.9914,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7041-9010.A.pdf
1135,4433-9003.2,NS00-0290,Plumb Lumber Co. Inc.,Stormwater Program,Industrial - NOI,Issued,1539249900000,1470268800000,43.280833,-72.696389,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4433-9003.2.pdf
1136,5340-9010.R,SJ07-0113,Arlington Development,Stormwater Program,Operational,Issued,1541405880000,1699056000000,44.428105,-72.003714,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5340-9010.R.pdf
1137,8274-9015,,Bristol Storage Properties,Terry Purcell,Operational,Issued,1557743760000,1715472000000,44.139,-73.0985,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8274-9015.pdf
1138,5775-9010.R,EJ08-0167,Herrick Hill,Winn Wilson,Operational,Issued,1636990020000,1794614400000,44.657647,-73.152508,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5775-9010.R.pdf
1139,5960-9010.R,NS87-0029,Yale Heights,Stormwater Program,Operational,Issued,1542118080000,1699747200000,43.450278,-72.499444,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5960-9010.R.pdf
1140,3144-9010.2,,MS4 City of South Burlington,Stormwater Program,Operational,Inactive,1556622300000,1700956800000,44.42333,-73.16861,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3144-9010.2.pdf
1141,8289-INDS,,Montpelier Hotel,Terry Purcell,Operational,Issued,1550821920000,1708473600000,44.26063,-72.5786,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8289-INDS.pdf
1142,5608-9010.A,NS06-0252,Honora Winery and Vineyard,Stormwater Program,Operational,Issued,1541674320000,1699315200000,42.81129,-72.79092,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5608-9010.A.pdf
1143,7771-9015.A,,1 Taylor Street Transit Center Redevelopment,Terry Purcell,Operational,Issued,1562844120000,1720569600000,44.25979,-72.579267,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7771-9015.A.pdf
1144,5903-9010,EJ96-0348.05,Centre Drive Mixed Use Bldg - Bove Brothers Realty,Winn Wilson,Operational,Issued,1543483320000,1701129600000,44.6207,-73.12217,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5903-9010.pdf
1145,6584-INDS.R,NS11-0042,Deerfield Wind Project,Terry Purcell,Operational,Issued,1734444540000,1892073600000,42.887871,-72.976404,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6584-INDS.R.pdf
1146,6902-9015.1,EJ02-0302,Hemond Subdivision,Kevin Burke,Operational,Issued,1581421020000,1736985600000,44.86253,-73.09282,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6902-9015.1.pdf
1147,5363-9010.T,NS07-0236,Rite Aid Wilmington,Ashley Carver,Operational,Issued,1549271460000,1652054400000,42.86469,-72.86149,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5363-9010.T.pdf
1148,3206-9010.2,BR96-0005.01,Murray Hill Development,Kevin Burke,Operational,Issued,1545042840000,1702425600000,44.26864,-72.56256,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3206-9010.2.pdf
1149,5827-9010,BR97-0550,Thetford Academy Campus Improvements - Capital Projects,Kevin Burke,Operational,Issued,1570178640000,1727913600000,43.814572,-72.231125,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5827-9010.pdf
1150,5364-9010.R,NS94-0041-01,Hollow Drive Housing,Stormwater Program,Operational,Issued,1545120000000,1702771200000,43.66588,-72.314965,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5364-9010.R.pdf
1151,3301-9010.1,EJ05-0370,Valley Ridge,Winn Wilson,Operational,Inactive,1582033920000,,44.48066,-73.17764,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3301-9010.1.pdf
1152,4136-9010.T,EJ98-0186,Quality Inn,Ashley Carver,Operational,Issued,1550655180000,1693094400000,44.41825,-73.214139,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4136-9010.T.pdf
1153,5973-9010.R,,City of Rutland MS4,Terry Purcell,Operational,Inactive,1723734660000,1703548800000,43.62364,-72.95864,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5973-9010.R.pdf
1154,5611-9010.R,RU01-0192,Mount Anthony Union Middle School,Stormwater Program,Operational,Issued,1545902400000,1696118400000,42.905467,-73.189268,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5611-9010.R.pdf
1155,3360-9015.T,RU95-0140,Diamond Run Mall,Ashley Carver,Operational,Issued,1650986880000,1644796800000,43.58099,-72.96193,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3360-9015.T.pdf
1156,4895-9010.R,NS87-0015,Olcott Professional Building Condominium Assoc,Chris Gianfagna,Operational,Issued,1546939680000,1704585600000,43.69381,-72.31348,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4895-9010.R.pdf
1157,5978-9010,SJ97-0056,Gosselin Apartments,Stormwater Program,Operational,Issued,1550658540000,1708300800000,44.967012,-72.118699,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5978-9010.pdf
1158,5971-9010.R,BR03-0003,Shaw's Supermarket Waterbury,Terry Purcell,Operational,Issued,1548412320000,1696118400000,44.347718,-72.743667,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5971-9010.R.pdf
1159,4052-9010.R,NS84-0034,Blake Hill Condominiums,Stormwater Program,Operational,Issued,1548663540000,1706313600000,43.63398,-72.49419,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4052-9010.R.pdf
1160,3733-9010.RA,EJ04-0378,Our Lady of the Meadows Community Care Homes,Stormwater Program,Operational,Issued,1548843420000,1706486400000,44.978056,-72.688056,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3733-9010.RA.pdf
1161,7023-9014.AR,,MS4 Town of Colchester,Christy Witters,Operational,Inactive,1574346900000,1690416000000,44.536357,-73.20589,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7023-9014.AR.pdf
1162,7022-9014.AR,,MS4 City of Burlington,Christy Witters,Operational,Inactive,1605789960000,1690416000000,44.461689,-73.215544,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7022-9014.AR.pdf
1163,7024-9014.AR,,MS4 Village of Essex Junction,Christy Witters,Operational,Inactive,1606122900000,1690416000000,44.493852,-73.104994,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7024-9014.AR.pdf
1164,7025-9014.AR,,MS4 Town of Essex,Christy Witters,Operational,Inactive,1605792000000,1690416000000,44.493852,-73.104994,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7025-9014.AR.pdf
1165,7026-9014.R,,MS4 Town of Milton,Christy Witters,Operational,Inactive,1605792600000,1690416000000,44.619045,-73.123963,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7026-9014.R.pdf
1166,7027-9014.A1R,,MS4 City of South Burlington,Christy Witters,Operational,Inactive,1559637960000,1690416000000,44.45434,-73.1796,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7027-9014.A1R.pdf
1167,7028-9014.A2R,,MS4 University of Vermont,Christy Witters,Operational,Inactive,1605794040000,1690416000000,44.477406,-73.201497,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7028-9014.A2R.pdf
1168,7030-9014.A1R,,MS4 The Town of Williston,Christy Witters,Operational,Inactive,1583407380000,1690416000000,44.438156,-73.072992,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7030-9014.A1R.pdf
1169,7031-9014.AR,,MS4 City of Winooski,Christy Witters,Operational,Inactive,1605794760000,1690416000000,44.491609,-73.187479,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7031-9014.AR.pdf
1170,7048-9014.AR,,MS4 Town of Shelburne ,Christy Witters,Operational,Inactive,1685454180000,1690416000000,44.383186,-73.236649,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7048-9014.AR.pdf
1171,7073-9014.AR,,MS4 Town of St. Albans ,Christy Witters,Operational,Inactive,1620138000000,1690416000000,44.808632,-73.13923,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7073-9014.AR.pdf
1172,7074-9014.AR,,MS4 City of St. Albans,Christy Witters,Operational,Inactive,1605795420000,1690416000000,44.813335,-73.08359,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7074-9014.AR.pdf
1173,5886-9010,BR96-0049,Fire Simulation Facility-VTC,Chris Gianfagna,Operational,Issued,1550652000000,1708300800000,43.93756,-72.61356,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5886-9010.pdf
1174,3028-INDS.6A,,MS4 Burlington International Airport ,Winn Wilson,Operational,Inactive,1556621700000,1711324800000,44.47611,-73.1611,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3028-INDS.6A.pdf
1175,7088-9010,NS88-0013,TransCanada Consolidated Control Center,Stormwater Program,Operational,Issued,1564741800000,1722556800000,43.66906,-72.30569,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7088-9010.pdf
1176,4130-9015.1,RU98-0161,Black Rock Residential Subdivision,Winn Wilson,Operational,Issued,1555401000000,1713139200000,43.24416,-73.07725,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4130-9015.1.pdf
1177,5673-9010.1,EJ95-0381.11,Gauthier Park,Winn Wilson,Operational,Issued,1551255900000,1708905600000,44.51367,-73.13308,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5673-9010.1.pdf
1178,7910-9015,,"Proposed Planned Unit Development, Beckley Hill",Terry Purcell,Operational,Issued,1556267340000,1714003200000,44.21486,-72.51213,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7910-9015.pdf
1179,8328-9015,,MS4 Town of St. Albans ,Stormwater Program,Operational,Inactive,1680618360000,1719187200000,44.82548,-73.10643,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8328-9015.pdf
1180,6684-9015,,MS4 University of Vermont,Winn Wilson,Operational,Inactive,1558347300000,1710979200000,44.47952,-73.1967,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6684-9015.pdf
1181,6150-9015.T,SJ96-0271,River Run Road Subdivision,Thomas Benoit,Operational,Issued,1552039560000,1686009600000,44.562111,-71.977639,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6150-9015.T.pdf
1182,4495-9010,RU06-0365,Streamway Subdivision,Stormwater Program,Operational,Issued,1558435680000,1716163200000,42.821142,-73.169433,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4495-9010.pdf
1183,5299-INDS,BR96-0408,"College Town Industrial Plaza, aka Nantana Mill Complex",Terry Purcell,Operational,Issued,1559901000000,1717632000000,44.15389,-72.6552,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5299-INDS.pdf
1184,6025-9010,SJ96-0235,Derby Border Patrol Station,Stormwater Program,Operational,Issued,1554288060000,1712016000000,44.92491,-72.18417,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6025-9010.pdf
1185,3627-INDS.7,,MS4 University of Vermont,Winn Wilson,Operational,Inactive,1605794100000,1715472000000,44.47984,-73.19836,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3627-INDS.7.pdf
1186,4737-INDS.A1,,City of Rutland MS4,Winn Wilson,Operational,Inactive,1723734480000,1636329600000,43.620833,-72.951111,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4737-INDS.A1.pdf
1187,4951-9003.1,,"Berkshire Sand & Gravel, LLC",Stormwater Program,Industrial - NOI,Issued,1556183460000,1470268800000,44.950798,-72.784619,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4951-9003.1.pdf
1188,4951-9003.2,,"Berkshire Sand & Gravel, LLC",Stormwater Program,Industrial - NOI,Issued,1556187420000,1470268800000,44.948891,-72.784296,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4951-9003.2.pdf
1189,6350-9010,,City of Rutland MS4,Terry Purcell,Operational,Inactive,1723734780000,1713830400000,43.597778,-72.980833,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6350-9010.pdf
1190,5535-9010,SJ07-0265,Sheffield Wind Project,Stormwater Program,Operational,Issued,1557911280000,1715644800000,44.679878,-72.103681,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5535-9010.pdf
1191,8370-9003,,Cook Sand and Gravel Pit,Stormwater Program,Industrial - NOI,Issued,1562588100000,1470268800000,44.05649,-73.08995,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8370-9003.pdf
1192,8375-9003,,Chester Gravel Pit,Stormwater Program,Industrial - NOI,Issued,1560501780000,1470268800000,43.248464,-72.580587,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8375-9003.pdf
1193,8371-9015,,Burklyn Inn,Stormwater Program,Operational,Issued,1562065020000,1719792000000,44.58564,-71.964,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8371-9015.pdf
1194,5990-9010,RU99-0027,Cameron Property-Proposed buildings,Terry Purcell,Operational,Issued,1562142000000,1719878400000,44.26067,-73.22739,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5990-9010.pdf
1195,7511-INDS.T,,Flex-A-Seal,Ashley Carver,Operational,Issued,1563450360000,1612742400000,44.487639,-73.109972,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7511-INDS.T.pdf
1196,8379-9015,,Killington Public Safety Facility,Stormwater Program,Operational,Issued,1568208840000,1725926400000,43.65911,-72.79171,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8379-9015.pdf
1197,4553-9015,EJ93-0011,"Franklin Foods, Inc.",Michael Sadler,Operational,Issued,1582537080000,1740268800000,44.91004,-72.79802,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4553-9015.pdf
1198,5791-9010.A2,BR01-0252,Pilgrim Partnership Bldgs #1&4,Terry Purcell,Operational,Issued,1561723920000,1719446400000,44.333889,-72.748889,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5791-9010.A2.pdf
1199,7027-9,,MS4 City of South Burlington,Christy Witters,Operational,Inactive,1574162460000,1690416000000,44.45434,-73.1796,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7027-9.pdf
1200,6956-9015.A1,EJ95-0087.19,Forestdale Technology Park,Winn Wilson,Operational,Issued,1563269460000,1721001600000,44.5,-73.039167,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6956-9015.A1.pdf
1201,7169-9010,BR06-0125,Waterbury STP SGNL(18),Terry Purcell,Operational,Issued,1561125060000,1718841600000,44.341667,-72.75917,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7169-9010.pdf
1202,6042-9010,SJ06-0220,Cookson Silvestri Subdivision,Stormwater Program,Operational,Issued,1564475760000,1722211200000,44.482778,-72.300833,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6042-9010.pdf
1203,3653-INDC.1,NS75-0006,"Entergy - Access Road, Parking Lot and Substation",Stormwater Program,Construction,Issued,1633358460000,1790985600000,42.77904,-72.51301,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3653-INDC.1.pdf
1204,6120-9010.R,RU96-0283,"Natural Bridge Holdings, LLC (fka) Green Mountain Chrysler-Plymouth-Dodge",Stormwater Program,Operational,Issued,1561455120000,1719187200000,43.23751,-73.01135,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6120-9010.R.pdf
1205,8399-INDS,,Howard Center,Winn Wilson,Operational,Issued,1564135560000,1721865600000,44.44843,-73.21329,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8399-INDS.pdf
1206,5048-9010,SJ01-0109,Northeast Physical Therapy,Stormwater Program,Operational,Issued,1562066340000,1719792000000,44.957778,-72.196111,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5048-9010.pdf
1207,6126-9010.A,BR96-0063,Waterbury State Office Complex,Terry Purcell,Operational,Issued,1561723020000,1719446400000,44.3346,-72.75319,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6126-9010.A.pdf
1208,6106-9010,SJ02-0028,Lyndon Bible Church Expansion,Stormwater Program,Operational,Issued,1578660960000,1736380800000,44.511667,-71.988333,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6106-9010.pdf
1209,8410-9015,,MS4 City of South Burlington,Winn Wilson,Operational,Inactive,1705935960000,1722297600000,44.44712,-73.17501,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8410-9015.pdf
1210,8178-9015,,Guyette Subdivision ,Kevin Burke,Operational,Issued,1589891940000,1747526400000,44.76911,-73.03203,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8178-9015.pdf
1211,8411-9003,,Vermont Label LLC,Ashley Carver,Industrial - NOX,Issued,1583928900000,1470268800000,43.2058,-73.1453,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8411-9003.pdf
1212,5228-9020.2R,NS08-0585,Trailsedge,Stormwater Program,Construction,Issued,1564741380000,,42.97149,-72.90031,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5228-9020.2R.pdf
