OBJECTID,PERMITNUMBER,PROJECTID,NAME,CONTACT,PERMITGROUP,PERMITSTATUS,StatusDate,EXPDATE,Latitude,Longitude,PDF_LINK
4420,8486-INDS.A,,Champlain Elementary School and District Maintenance Facilities,Aaron Ferraro,Operational,Issued,1751979780000,1909612800000,44.457048,-73.213221,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8486-INDS.A.pdf
4421,6174-9020,EJ05-0261,South Burlington High School,Taylor Flanagan,Construction,Issued,1745490660000,1903132800000,44.454832,-73.177897,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6174-9020.pdf
4422,3753-9050.3,EJ74-0001,UVM Englesby Brook Watershed Catamount Apartments and UVM Track,Aaron Ferraro,Operational,Issued,1747735800000,1905379200000,44.47277,-73.194778,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3753-9050.3.pdf
4423,3753-9050.3,EJ74-0001,UVM Englesby Brook Watershed Catamount Apartments and UVM Track,Aaron Ferraro,Operational,Issued,1747735800000,1905379200000,44.47117,-73.19254,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3753-9050.3.pdf
4424,9889-9020,,Pearl St. Subdivision,Thomas Benoit,Construction,Issued,1745318220000,1902960000000,44.817132,-73.10523,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9889-9020.pdf
4425,3451-9050.R,BR98-0475,Oakwood Estates,Ashley Preston,Operational,Issued,1746510120000,1904169600000,44.347266,-72.749964,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3451-9050.R.pdf
4426,9865-9020,,Bennington Museum,Taylor Flanagan,Construction,Issued,1746618420000,1904256000000,42.882671,-73.208846,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9865-9020.pdf
4427,8862-9050,,Northside Self Storage,Aaron Ferraro,Operational,Issued,1746719040000,1904342400000,44.408555,-73.211656,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8862-9050.pdf
4428,3691-9050,NS87-0015.02,US Post Office - Lot 5 Olcott Commercial Park,Terry Purcell,Operational,Issued,1747655100000,1905292800000,43.694504,-72.314206,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3691-9050.pdf
4429,4049-9050.1,EJ95-0423,Vermont National Country Club,Aaron Ferraro,Operational,Issued,1746717600000,1904342400000,44.43627,-73.175303,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4049-9050.1.pdf
4430,4002-9050.2,EJ97-0221,Essex Town Center,Terry Purcell,Operational,Issued,1746510360000,1904169600000,44.508492,-73.079322,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4002-9050.2.pdf
4431,7840-9020.1,,Stockbridge Path House Site,Taylor Flanagan,Construction,Issued,1746178020000,1903824000000,43.650372,-72.923412,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7840-9020.1.pdf
4432,9890-9050,,RK Miles,Ashley Preston,Operational,Issued,1752228000000,1909872000000,44.209944,-72.564826,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9890-9050.pdf
4433,8841-9050,,36 Catamount Lane,Terry Purcell,Operational,Issued,1746718920000,1904342400000,44.502949,-73.150568,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8841-9050.pdf
4434,9891-9020,,BattleStags,Bryce McKim,Construction,Issued,1762947600000,1908144000000,43.157811,-72.570743,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9891-9020.pdf
4435,9890-9020,,RK Miles,Bryce McKim,Construction,Issued,1751275980000,1908921600000,44.209987,-72.564732,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9890-9020.pdf
4436,9892-INDC,,Trout Brook Reservoir Dam Removal,Thomas Benoit,Construction,Issued,1749827100000,1907452800000,44.93977,-72.7812,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9892-INDC.pdf
4437,8941-9050,,Harbor Freight Tools - Rutland,Drew Shatzer,Operational,Issued,1753183260000,1910822400000,43.589608,-72.971222,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8941-9050.pdf
4438,8941-9050,,Harbor Freight Tools - Rutland,Drew Shatzer,Operational,Issued,1753183260000,1910822400000,43.590779,-72.972065,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8941-9050.pdf
4439,7849-9050.1A,,Rutland Regional Medical Center,Scott Tobias,Operational,Issued,1746802620000,1904428800000,43.598252,-72.95506,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7849-9050.1A.pdf
4440,6496-INDC.1,EJ10-0418,Saxon Hill Sand Extraction Project,Taylor Flanagan,Construction,Issued,1765197720000,1922832000000,44.48543,-73.039,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6496-INDC.1.pdf
4441,9893-9020,,Beebe Lane Road and Stormwater Management Improvements,Taylor Flanagan,Construction,Issued,1746170220000,1903824000000,44.379075,-73.090209,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9893-9020.pdf
4442,9894-9020,,20 Pine Street Project,Taylor Flanagan,Construction,Issued,1746170400000,1903824000000,44.479753,-73.214939,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9894-9020.pdf
4443,7152-9050,BR99-0355,CVS Pharmacy Morristown,Ashley Preston,Operational,Issued,1746007080000,1903651200000,44.57598,-72.592125,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7152-9050.pdf
4444,5949-9050,EJ08-0443,Harriet's View Condominiums at Olde Doc Rhodes Estates,Drew Shatzer,Operational,Issued,1753434000000,1911081600000,44.741968,-73.190041,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5949-9050.pdf
4445,9895-9050,,Dunsmore Senior Housing Development,Terry Purcell,Operational,Issued,1762503960000,1920153600000,44.757187,-73.108409,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9895-9050.pdf
4446,9889-9050,,Pearl St. Subdivision,Terry Purcell,Operational,Issued,1766421420000,1924041600000,44.817637,-73.105774,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9889-9050.pdf
4447,7384-9050,BR15-0057,Stor N Lock,Ashley Preston,Operational,Issued,1746511200000,1904169600000,44.209366,-72.562369,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7384-9050.pdf
4448,6910-9050.T,BR06-0500,1015 Route 15 Johnson Storage Facility,Drew Shatzer,Operational,Issued,1745316180000,1901750400000,44.642508,-72.708768,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6910-9050.T.pdf
4449,6754-9050,NS12-0007,Someday Subdivision,Terry Purcell,Operational,Issued,1747656000000,1905292800000,42.955915,-72.868939,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6754-9050.pdf
4450,3152-9050.1,EJ96-0010,Ledgewood Drive,Aaron Ferraro,Operational,Issued,1750248360000,1907884800000,44.461212,-73.077747,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3152-9050.1.pdf
4451,9896-INDC,,Mill River Solar LLC,Thomas Benoit,Construction,Issued,1750411320000,1908057600000,44.77759,-73.12413,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9896-INDC.pdf
4452,8938-9050,,Colchester - NH 028-1(31),Aaron Ferraro,Operational,Issued,1747145820000,1904774400000,44.59,-73.17028,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8938-9050.pdf
4453,4071-9050.2,EJ95-0266,Bolton Valley Main Village Base Area,Brodie Haenke,Operational,Issued,1750327140000,1907971200000,44.409043,-72.867494,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4071-9050.2.pdf
4454,9897-9020,,Bridgewater ER P23-1(302),Thomas Benoit,Construction,Issued,1747307940000,1904947200000,43.588562,-72.755374,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9897-9020.pdf
4455,3662-9050.1,SJ05-0045,Daigle Ventures,Brodie Haenke,Operational,Issued,1772029440000,1929657600000,44.948821,-72.196042,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3662-9050.1.pdf
4456,5370-9050.1,EJ95-0381.10,"Gauthier Drive Lots 16, 17 & 25",Ashley Preston,Operational,Issued,1761904140000,1919548800000,44.514524,-73.133424,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5370-9050.1.pdf
4457,7363-9050,EJ98-0426,Northern Meridian Building D,Aaron Ferraro,Operational,Issued,1748865060000,1906502400000,44.488831,-73.161175,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7363-9050.pdf
4458,4058-9050,EJ97-0329.02,Gregory Industrial Park Lot 6,Aaron Ferraro,Operational,Issued,1750151880000,1907798400000,44.457705,-73.137092,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4058-9050.pdf
4459,3338-9020.2,EJ99-0282,Shelburne Museum,Taylor Flanagan,Construction,Issued,1747212840000,1904860800000,44.3739,-73.23199,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3338-9020.2.pdf
4460,8902-9050.1,,Goodrich Residence,Ashley Preston,Operational,Issued,1747213500000,1904860800000,44.123976,-72.65201,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8902-9050.1.pdf
4461,8692-9050.1,,Technology Park lots 2 and 3,Aaron Ferraro,Operational,Issued,1757668620000,1915315200000,44.45255,-73.14287,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8692-9050.1.pdf
4462,9898-9020,,Magdanz Single Family Residence,Bryce McKim,Construction,Issued,1747146300000,1904774400000,44.221548,-72.782891,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9898-9020.pdf
4463,9899-9020,,Proposed Carwash and Storage Units,Bryce McKim,Construction,Issued,1749826500000,1907452800000,44.210666,-72.555394,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9899-9020.pdf
4464,9900-9020,,Route 12 Water Main Replacement and Water Storage Tank Replacement,Bryce McKim,Construction,Issued,1747214040000,1904860800000,44.145494,-72.656365,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9900-9020.pdf
4465,4666-9050,SJ00-0086,Fred's plumbing & Heating,Ashley Preston,Operational,Issued,1747822020000,1905465600000,44.498422,-72.013724,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4666-9050.pdf
4466,8621-9020,,Ship Sevin Ii LLC,Thomas Benoit,Construction,Issued,1754399880000,1908144000000,44.529722,-72.624846,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8621-9020.pdf
4467,4192-9050,RU00-0181,Trolley Line Development CVS Pharmacy,Terry Purcell,Operational,Issued,1747655580000,1905292800000,42.895403,-73.202165,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4192-9050.pdf
4468,3342-9050,BR96-0445,Harvey Farm,Ashley Preston,Operational,Issued,1761903240000,1919548800000,44.365181,-72.70954,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3342-9050.pdf
4469,6096-INDS,EJ09-0126,St. Albans Elementary School,Terry Purcell,Operational,Issued,1756826940000,1914451200000,44.82046,-73.09326,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6096-INDS.pdf
4470,9895-9020,,Dunsmore Senior Housing Development,Thomas Benoit,Construction,Issued,1747213800000,1904860800000,44.757169,-73.108205,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9895-9020.pdf
4471,7017-9050,EJ13-0152,RYE Associates PUD,Aaron Ferraro,Operational,Issued,1751979180000,1909612800000,44.440858,-73.159881,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7017-9050.pdf
4472,9901-9050,,Burke Maintenance Facility,Ashley Preston,Operational,Issued,1751024580000,1908662400000,44.636181,-71.976116,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9901-9050.pdf
4473,8681-9050.1A,,Rice Memorial High School,Aaron Ferraro,Operational,Issued,1752131640000,1909699200000,44.452666,-73.200262,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8681-9050.1A.pdf
4474,4340-9020.1,NS06-0126,Bayberry Hill Development Corp Subdivision,Thomas Benoit,Construction,Issued,1749645360000,1907280000000,43.138372,-72.898879,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4340-9020.1.pdf
4475,9902-9020,,Gamache Duplexes,Thomas Benoit,Construction,Issued,1747736580000,1905379200000,44.721428,-73.167967,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9902-9020.pdf
4476,8650-9050,,Giancola Joseph A and Barbara A,Scott Tobias,Operational,Issued,1750248180000,1907884800000,43.604808,-72.981734,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8650-9050.pdf
4477,9901-9020,,Burke Maintenance Facility,Thomas Benoit,Construction,Issued,1747656240000,1905292800000,44.63621,-71.97646,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9901-9020.pdf
4478,8157-9020.1,,Green Mountain Lodge,Bryce McKim,Construction,Issued,1747822320000,1905465600000,43.3906,-72.70707,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8157-9020.1.pdf
4479,7350-9050,EJ15-0068,Willowbrook,Aaron Ferraro,Operational,Issued,1750327380000,1907971200000,44.421355,-73.174345,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7350-9050.pdf
4480,9903-9050,,Matt Clark's Northern Basement Systems,Ashley Preston,Operational,Issued,1747656420000,1905292800000,44.211189,-72.560258,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9903-9050.pdf
4481,3630-9020.4,SJ95-0131,Bear Path - Powderhorn Condominiums,Thomas Benoit,Construction,Issued,1748526360000,1906156800000,44.584979,-71.909625,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3630-9020.4.pdf
4482,3627-9020.14,EJ74-0001,University Commons- Centennial Brook Watershed,Bryce McKim,Construction,Issued,1763391060000,1906502400000,44.468361,-73.192473,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3627-9020.14.pdf
4483,3627-9020.14,EJ74-0001,University Commons- Centennial Brook Watershed,Bryce McKim,Construction,Issued,1763391060000,1906502400000,44.476278,-73.19544,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3627-9020.14.pdf
4484,9904-9020,,Water Distribution System Improvements,Thomas Benoit,Construction,Issued,1749727980000,1907366400000,44.722553,-73.293231,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9904-9020.pdf
4485,9880-INDS,,354 Dorset Street,Aaron Ferraro,Operational,Issued,1750763040000,1908403200000,44.459868,-73.179064,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9880-INDS.pdf
4486,8969-9050,,"Hess ER Salvage Yard Solar, LLC",Ashley Preston,Operational,Issued,1754044440000,1911686400000,44.548497,-72.614792,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8969-9050.pdf
4487,7609-9050.3,,Eckhardt and McClellan Field Improvements,Terry Purcell,Operational,Issued,1750327740000,1907971200000,43.182329,-73.053343,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7609-9050.3.pdf
4488,6329-9050,BR74-0002,VT Wholesale Granite-Wilson Ind Park Lot 2,Ashley Preston,Operational,Issued,1750868340000,1908489600000,44.171155,-72.481488,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6329-9050.pdf
4489,9903-9020,,Matt Clark's Northern Basement Systems,Bryce McKim,Construction,Issued,1747903920000,1905552000000,44.21118,-72.55979,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9903-9020.pdf
4490,6303-INDS.4T,EJ09-0497,Shelburne Meadows Business Park,Winn Wilson,Operational,Issued,1747655820000,1771113600000,44.40721,-73.21335,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6303-INDS.4T.pdf
4491,6483-9020.1,EJ10-0377,Milton Town Library,Thomas Benoit,Construction,Issued,1748598960000,1906243200000,44.616795,-73.125289,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6483-9020.1.pdf
4492,3319-9020,EJ96-0359,Milton Town Elementary School Addition,Thomas Benoit,Construction,Issued,1748422200000,1906070400000,44.632409,-73.109784,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3319-9020.pdf
4493,4004-9050,RU95-0171,Stormwater Retention Basins - GE,Terry Purcell,Operational,Issued,1750326960000,1907971200000,43.576783,-72.96172,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4004-9050.pdf
4494,9905-9020,,BFUHS,Bryce McKim,Construction,Issued,1749123900000,1906761600000,43.118683,-72.442947,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9905-9020.pdf
4495,9906-9020,,24033 Henderson,Bryce McKim,Construction,Issued,1748422500000,1906070400000,42.88923,-72.85028,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9906-9020.pdf
4496,4238-9050,EJ06-0140,Buckingham Estates,Terry Purcell,Operational,Issued,1750410480000,1908057600000,44.68622,-73.01401,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4238-9050.pdf
4497,6200-9050.T,NS74-0012.02,Applied Bolting Technology,Drew Shatzer,Operational,Issued,1747143000000,1900454400000,43.204081,-72.512555,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6200-9050.T.pdf
4498,9907-9020,,The Chalet Housing,Bryce McKim,Construction,Issued,1757927760000,1908144000000,42.850774,-72.599577,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9907-9020.pdf
4499,5898-INDC.6,RU97-0001,Killington Ski Resort,Taylor Flanagan,Construction,Issued,1759143120000,1916784000000,43.62938,-72.79576,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5898-INDC.6.pdf
4500,9908-9020,,Faywood Senior Housing,Thomas Benoit,Construction,Issued,1748422920000,1906070400000,44.743399,-73.277284,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9908-9020.pdf
4501,8812-9020.2,,Pittsford BF 019-3(59),Thomas Benoit,Construction,Issued,1748859000000,1906502400000,43.701128,-73.01126,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8812-9020.2.pdf
4502,7674-9020.1,,Kayhart Brothers Dairy Site Expansion,Thomas Benoit,Construction,Issued,1751024880000,1908662400000,44.045401,-73.404922,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7674-9020.1.pdf
4503,8918-9050,,Whalley Subdivision,Aaron Ferraro,Operational,Issued,1750762800000,1908403200000,44.369223,-73.187316,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8918-9050.pdf
4504,9909-9020,,Grant Pit Closure,Thomas Benoit,Construction,Issued,1748949420000,1906588800000,43.131856,-73.071351,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9909-9020.pdf
4505,3244-9050,NS84-0023.07,Green Mountain Baking Co.,Drew Shatzer,Operational,Issued,1757928120000,1915574400000,42.829099,-72.566386,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3244-9050.pdf
4506,9910-9050,,Crombach Multi-Family Development,Aaron Ferraro,Operational,Issued,1756827600000,1914451200000,44.414029,-73.215784,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9910-9050.pdf
4507,3039-9050.1,RU97-0058,"Naylor & Breen Buildiers, Inc",Scott Tobias,Operational,Issued,1752143100000,1909785600000,43.777533,-73.057633,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3039-9050.1.pdf
4508,4132-9050.3,EJ05-0329,Tim Reed Subdivision,Brodie Haenke,Operational,Issued,1767025740000,1924646400000,44.736892,-73.132416,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4132-9050.3.pdf
4509,9911-9020,,184 Rose Hill Road,Bryce McKim,Construction,Issued,1748599200000,1906243200000,43.622356,-72.531621,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9911-9020.pdf
4510,9912-9020,,"Hillcrest Farm, LLC",Bryce McKim,Construction,Issued,1748599440000,1906243200000,43.983839,-72.592768,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9912-9020.pdf
4511,9913-9020,,Holson Residence,Bryce McKim,Construction,Issued,1748599620000,1906243200000,43.609644,-72.583679,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9913-9020.pdf
4512,8319-9050,,Lake Paran Village Multi-Family Housing Project,Scott Tobias,Operational,Issued,1754642040000,1912291200000,42.934027,-73.237723,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8319-9050.pdf
4513,6006-9050,EJ09-0028,Taft Street Subdivision,Brodie Haenke,Operational,Issued,1755524880000,1913155200000,44.499059,-73.103037,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6006-9050.pdf
4514,7338-9050,EJ15-0063,Collins Farm Development,Brodie Haenke,Operational,Issued,1766419140000,1924041600000,44.569259,-73.153656,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7338-9050.pdf
4515,3688-9050,NS82-0019,Gold River Partnership/Talc processing facility,Terry Purcell,Operational,Issued,1750326480000,1907971200000,43.263129,-72.586074,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3688-9050.pdf
4516,9915-9020,,Rockingham Sunoco Redevelopment,Bryce McKim,Construction,Issued,1750151700000,1907798400000,43.17973,-72.467028,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9915-9020.pdf
4517,6673-9050.5,RU96-0144,Middlebury College,Aaron Ferraro,Operational,Issued,1753696680000,1911340800000,44.004788,-73.171114,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6673-9050.5.pdf
4518,9217-9020.1,,Cross Road Waste Storage Facility,Taylor Flanagan,Construction,Issued,1759228860000,1908144000000,44.005911,-73.298957,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9217-9020.1.pdf
4519,8711-9020,,Swanton Municipal Complex,Thomas Benoit,Construction,Issued,1748949240000,1906588800000,44.920435,-73.111755,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8711-9020.pdf
4520,6816-9020.3,EJ12-0130,Poratti Properties Subdivision,Thomas Benoit,Construction,Issued,1749645780000,1907280000000,44.721931,-73.29623,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6816-9020.3.pdf
4521,6006-9020.2,EJ09-0028,Taft Street Subdivision,Thomas Benoit,Construction,Issued,1749025740000,1906675200000,44.498801,-73.103262,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/6006-9020.2.pdf
4522,7172-9020.2,EJ01-0082,Arrowhead Self Storage,Thomas Benoit,Construction,Issued,1749123480000,1906761600000,44.597032,-73.167744,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7172-9020.2.pdf
4523,9916-9020,,Green Mountain Community Fitness Site Improvements,Bryce McKim,Construction,Issued,1761039060000,1908144000000,44.214854,-72.559675,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9916-9020.pdf
4524,9917-9020,,Glaser 107-Unit Planned Unit Development,Thomas Benoit,Construction,Issued,1749728400000,1907366400000,44.451668,-73.077011,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9917-9020.pdf
4525,9918-9020,,Porters Point School Expansion,Thomas Benoit,Construction,Issued,1749208200000,1906848000000,44.541288,-73.254647,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9918-9020.pdf
4526,3807-9050,SJ02-0008,Moose River Housing Project,Ashley Preston,Operational,Issued,1750867740000,1908489600000,44.429704,-71.979847,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3807-9050.pdf
4527,7319-INDS,RU15-0037,Phoenix Feeds and Nutrition Inc,Aaron Ferraro,Operational,Issued,1756381020000,1914019200000,44.124406,-73.183878,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/7319-INDS.pdf
4528,3496-9050,EJ96-0661,Ballards Corner Commercial Subdivision,Aaron Ferraro,Operational,Issued,1766487900000,1924128000000,44.341402,-73.118028,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/3496-9050.pdf
4529,9875-9020,,The Village at Winston Prouty,Bryce McKim,Construction,Issued,1749208020000,1906848000000,42.844474,-72.573869,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9875-9020.pdf
4530,8681-9020.1,,Rice Memorial High School,Thomas Benoit,Construction,Issued,1749826320000,1907452800000,44.452669,-73.200274,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8681-9020.1.pdf
4531,9919-9020,,Vershire ER P23-1(406),Thomas Benoit,Construction,Issued,1749124020000,1906761600000,43.96699,-72.314224,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9919-9020.pdf
4532,8938-9020,,Colchester CMG Park (52),Thomas Benoit,Construction,Issued,1749123660000,1906761600000,44.591477,-73.173315,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/8938-9020.pdf
4533,4137-9050.1,EJ07-0178,Stockbridge Subdivision,Aaron Ferraro,Operational,Issued,1756380540000,1914019200000,44.297423,-73.223017,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/4137-9050.1.pdf
4534,9920-9020,,WGM Associates Subdivision,Thomas Benoit,Construction,Issued,1749208380000,1906848000000,44.444807,-73.157837,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9920-9020.pdf
4535,9921-9020,,MWL Wellfield Flood Mitigation,Thomas Benoit,Construction,Issued,1749646320000,1907280000000,44.565599,-72.568801,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9921-9020.pdf
4536,9922-9020,,Red Rocks Park Trail Restoration and Park Improvements,Thomas Benoit,Construction,Issued,1749826620000,1907452800000,44.445306,-73.219732,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9922-9020.pdf
4537,9251-9020.1,,Fields Home,Thomas Benoit,Construction,Issued,1750151520000,1907798400000,44.318413,-73.023,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9251-9020.1.pdf
4538,9294-9020,NS92-0011,Northern Heights,Thomas Benoit,Construction,Issued,1749646080000,1907280000000,45.001705,-73.081833,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9294-9020.pdf
4539,9923-9020,,Holmes Meadow Floodplain Restoration,Thomas Benoit,Construction,Issued,1749208560000,1906848000000,44.635399,-72.688895,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9923-9020.pdf
4540,9924-9020,,Iroquois Avenue Waterline & Roadway Reconstruction,Thomas Benoit,Construction,Issued,1749646560000,1907280000000,44.48978,-73.11815,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9924-9020.pdf
4541,5269-9020.1,EJ74-0001,UVM - State Agricultural College,Thomas Benoit,Construction,Issued,1749645540000,1907280000000,44.460816,-73.18761,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/5269-9020.1.pdf
4542,9925-9020,,Mountain View Dairy Pit Decommissioning,Thomas Benoit,Construction,Issued,1750248540000,1907884800000,44.690805,-73.059667,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9925-9020.pdf
4543,9926-9020,,Silver Silo Solar LLC,Thomas Benoit,Construction,Issued,1749728700000,1907366400000,43.566549,-72.972986,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9926-9020.pdf
4544,9927-9020,,Killington Mountain School,Thomas Benoit,Construction,Issued,1749728820000,1907366400000,43.636813,-72.79068,https://anrweb.vt.gov/PubDocs/DEC/Stormwater/Permits/9927-9020.pdf
