ESITEID,PRIMARYADDRESS,TOWNNAME,PARCELNUM,UNITCOUNT,YEARBUILT,SITETYPE,GPSX,GPSY,ParcelCategory,SOURCEOFDATA
317657,3 BEGNOCHE DR,SWANTON,BH5000-0013,1,1998,DEVELOPMENT SITE,-73.08836898311411,44.88983456129714,M,Vermont Enhanced 911 Board
766885,376 MABEL WAY,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15471654459823,44.45707395493582,R1,Vermont Enhanced 911 Board
700101,1552 GREEN MOUNTAIN TPKE,CHESTER,442006.100,1,2021,DEVELOPMENT SITE,-72.56827374110696,43.25289742843677,W,Vermont Enhanced 911 Board
766817,29 DANIEL DR,SOUTH BURLINGTON,1260-00150.,1,2023,DEVELOPMENT SITE,-73.15573275681001,44.4524457713785,R1,Vermont Enhanced 911 Board
754897,0 HARBOR VIEW DR,SAINT ALBANS TOWN,HARBORVIEW-029,1,2018,DEVELOPMENT SITE,-73.08878646074962,44.78636283656583,M,Vermont Enhanced 911 Board
766811,158 OLD FARM RD,SOUTH BURLINGTON,1260-00100.,1,2023,DEVELOPMENT SITE,-73.15626302820411,44.45193078456776,R1,Vermont Enhanced 911 Board
766962,118 OBRIEN FARM RD EXT,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.1536160265264,44.45680464322263,R1,Vermont Enhanced 911 Board
767801,1281 VT ROUTE 101,TROY,70008,1,2023,DEVELOPMENT SITE,-72.41088651085347,44.946638677986954,M,Vermont Enhanced 911 Board
617908,157 HIDDEN ACRES DR,MONKTON,06.206.066.001,1,2018,DEVELOPMENT SITE,-73.09496618930673,44.2347640452774,M,Vermont Enhanced 911 Board
769999,0 US ROUTE 2 S,ALBURGH,RS760-,1,2024,DEVELOPMENT SITE,-73.27655208336932,44.89812635981445,R2,Vermont Enhanced 911 Board
656260,1102 REVOIR FLAT RD,JAY,06-1010001,1,2024,DEVELOPMENT SITE,-72.43142067317703,44.96322907532052,M,Vermont Enhanced 911 Board
656371,2311 MAIN ST,FAIRFAX,MA2339,1,2025,DEVELOPMENT SITE,-73.04797254178747,44.739203913579544,R2,Vermont Enhanced 911 Board
765885,148 LITTLE BROOK LN,BRISTOL,-90137,1,2023,DEVELOPMENT SITE,-73.09991228480948,44.10750623296277,MHL,Vermont Enhanced 911 Board
762674,95 SUMNER RD,LUDLOW,200105.18,1,2022,DEVELOPMENT SITE,-72.70815728236414,43.45076654178026,M,Vermont Enhanced 911 Board
768864,82 WHITETAIL DR,BRISTOL,-90219,1,2024,DEVELOPMENT SITE,-73.08384174392965,44.09214892570481,R1,Vermont Enhanced 911 Board
768004,169 OAKLEDGE WAY,MILTON,111086.001,1,2023,DEVELOPMENT SITE,-73.1192893113046,44.64339474906645,M,Vermont Enhanced 911 Board
754903,0 HARBOR VIEW DR,SAINT ALBANS TOWN,HARBORVIEW-030B,1,2018,DEVELOPMENT SITE,-73.0891892923548,44.78685124127398,M,Vermont Enhanced 911 Board
365535,14 BARKER HILL RD,CASTLETON,20200019,1,2023,DEVELOPMENT SITE,-73.176972162083,43.653786436719024,M,Vermont Enhanced 911 Board
767917,1117 CROSS RD,WOLCOTT,08007.,1,2023,DEVELOPMENT SITE,-72.43018949448192,44.58042079906832,S2,Vermont Enhanced 911 Board
700110,154 UPPER DR,DANVILLE,TH014-014.000,1,2021,DEVELOPMENT SITE,-72.1501141586593,44.41198731428225,M,Vermont Enhanced 911 Board
756881,121 SPLIT ROCK PL,WESTFORD,05SR002.,1,2019,DEVELOPMENT SITE,-73.01344049245124,44.608019327458116,R2,Vermont Enhanced 911 Board
766876,328 MABEL WAY,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15387888626256,44.45648942614881,R1,Vermont Enhanced 911 Board
754890,0 HARBOR VIEW DR,SAINT ALBANS TOWN,HARBORVIEW-030B,1,2018,DEVELOPMENT SITE,-73.08987227998838,44.786614379227686,M,Vermont Enhanced 911 Board
766866,266 MABEL WAY,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.1539136681021,44.45550999091857,R1,Vermont Enhanced 911 Board
763155,0 SHERMAN RDG,VERGENNES,210104,1,2022,DEVELOPMENT SITE,-73.25555533691637,44.17360970321938,R1,Vermont Enhanced 911 Board
365002,138 BONIN LN,DERBY,TRD54015L7-T,1,2012,DEVELOPMENT SITE,-72.09671335056693,44.9059053741171,M,Vermont Enhanced 911 Board
766620,0 BALSAM RIDGE RD,HARDWICK,06054.00040,1,2023,DEVELOPMENT SITE,-72.3422760760099,44.51803302500541,R2,Vermont Enhanced 911 Board
656345,542 ALDERBROOK RD,COVENTRY,0TH04011.,1,2024,DEVELOPMENT SITE,-72.24000805640141,44.923540438354806,S1,Vermont Enhanced 911 Board
767954,23 UPPER CANYON DR,DOVER,OLO09-B,1,2023,DEVELOPMENT SITE,-72.8900045065817,42.97223412093892,O,Vermont Enhanced 911 Board
766857,160 MABEL WAY,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15390517148879,44.45400397982177,R1,Vermont Enhanced 911 Board
765497,137 BONIN LN,DERBY,TRD54017L7-T,1,2022,DEVELOPMENT SITE,-72.0972593488631,44.90432963993622,M,Vermont Enhanced 911 Board
768487,1174 TICEHURST RD,BROWNINGTON,0TH12009.A,1,2023,DEVELOPMENT SITE,-72.12610465850791,44.831843929518186,R2,Vermont Enhanced 911 Board
767262,266 VT ROUTE 9 E,WILMINGTON,2122068,1,2023,DEVELOPMENT SITE,-72.84940124264472,42.861063315331,M,Vermont Enhanced 911 Board
656362,57 SKY ACRES DR,STOWE,-3031,1,2025,DEVELOPMENT SITE,-72.7054573283129,44.43981781771757,R2,Vermont Enhanced 911 Board
766805,119 CADENCE RD,SAINT GEORGE,119100100,1,2023,DEVELOPMENT SITE,-73.1330436555552,44.385010461401876,M,Vermont Enhanced 911 Board
656397,501 GLOVER RD,GROTON,VC302-038.L000,1,2025,DEVELOPMENT SITE,-72.18346796371847,44.21450260535008,F,Vermont Enhanced 911 Board
762973,141 JACK FROST LN,MOUNT HOLLY,14A5009.01,1,2022,DEVELOPMENT SITE,-72.82630664786885,43.398455227167815,R2,Vermont Enhanced 911 Board
767642,169 UNION HOUSE RD,SHEFFIELD,009-103-03-,1,2023,DEVELOPMENT SITE,-72.0737136259941,44.64271062620165,W,Vermont Enhanced 911 Board
766879,340 MABEL WAY,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.153988487415,44.45662868948933,R1,Vermont Enhanced 911 Board
756768,1444 MUD CITY LOOP,MORRISTOWN,06065-01,1,2019,DEVELOPMENT SITE,-72.66671955873275,44.565165909508785,M,Vermont Enhanced 911 Board
759424,249 PLEASANT VALLEY RD,SPRINGFIELD,009/2/64-001,1,2020,DEVELOPMENT SITE,-72.53916569876247,43.2705537088322,M,Vermont Enhanced 911 Board
765727,257 HENDEE LN,JERICHO,BT177-,1,2023,DEVELOPMENT SITE,-72.95571902921532,44.48820856351603,M,Vermont Enhanced 911 Board
281569,1153 VT ROUTE 15,WESTFORD,07BC002.,1,2003,DEVELOPMENT SITE,-72.92323438691508,44.62354837113773,R2,Vermont Enhanced 911 Board
759545,171 CHARLOTTES WAY,MONKTON,08.105.022.000,1,2021,DEVELOPMENT SITE,-73.12081816593142,44.20175127192132,R2,Vermont Enhanced 911 Board
763803,261 GOOSE FARM LN,MORRISTOWN,13162-01,1,2022,DEVELOPMENT SITE,-72.58865223515566,44.529639855073995,R2,Vermont Enhanced 911 Board
757643,15 LUKES LN,SHARON,R05030.R8,1,2020,DEVELOPMENT SITE,-72.47420926467912,43.77559757021021,R2,Vermont Enhanced 911 Board
757523,150 BOSTON CT,ESSEX TOWN,2071003000.,1,2020,DEVELOPMENT SITE,-73.04852795392756,44.49292134716298,M,Vermont Enhanced 911 Board
754902,0 HARBOR VIEW DR,SAINT ALBANS TOWN,HARBORVIEW-030B,1,2018,DEVELOPMENT SITE,-73.08925208728941,44.786779487879315,M,Vermont Enhanced 911 Board
767524,890 INGALLS RD,WINDHAM,070132.,1,2023,DEVELOPMENT SITE,-72.7358271362392,43.16515261776036,R1,Vermont Enhanced 911 Board
617945,269 SHAGBARK LN,SHELBURNE,430-0098,1,2018,DEVELOPMENT SITE,-73.22306867480762,44.39558598601883,C,Vermont Enhanced 911 Board
754908,0 HARBOR VIEW DR,SAINT ALBANS TOWN,HARBORVIEW-029,1,2018,DEVELOPMENT SITE,-73.0884012795541,44.78695292496611,M,Vermont Enhanced 911 Board
766858,176 MABEL WAY,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15392059321962,44.45426879088937,R1,Vermont Enhanced 911 Board
766864,249 MABEL WAY,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15436735929413,44.455203798963055,R1,Vermont Enhanced 911 Board
767676,83 HIGH ST,LUDLOW,030357.200,1,2023,DEVELOPMENT SITE,-72.70434604609116,43.401310756417026,R1,Vermont Enhanced 911 Board
760760,1017 STANCLIFF RD,MORRISTOWN,-16129,1,2021,DEVELOPMENT SITE,-72.60840695567587,44.50548134494162,R2,Vermont Enhanced 911 Board
752412,452 VALE DR,SOUTH BURLINGTON,1640-01340.,1,2017,DEVELOPMENT SITE,-73.18686994733346,44.437139224638116,M,Vermont Enhanced 911 Board
758906,3680 N HYDE PARK RD,HYDE PARK,05026095.506,1,2020,DEVELOPMENT SITE,-72.58548567565465,44.66541893925366,M,Vermont Enhanced 911 Board
317656,1 BEGNOCHE DR,SWANTON,BH5000-0013,1,1998,DEVELOPMENT SITE,-73.08887540138542,44.8900522844969,M,Vermont Enhanced 911 Board
765608,276 RED TREE LN,MORRISTOWN,07129-01,1,2023,DEVELOPMENT SITE,-72.63276121372257,44.568661226592965,R2,Vermont Enhanced 911 Board
767952,24 UPPER CANYON DR,DOVER,OLO09-B,1,2023,DEVELOPMENT SITE,-72.88972344431556,42.972411327932235,O,Vermont Enhanced 911 Board
766309,237 JILLIE LN,CHESTER,342039,1,2023,DEVELOPMENT SITE,-72.57615984133994,43.27938303565183,R2,Vermont Enhanced 911 Board
765382,7 ZOE LN,CHARLOTTE,00027-4035.,1,2022,DEVELOPMENT SITE,-73.22756067705967,44.30215086585769,R2,Vermont Enhanced 911 Board
330947,20 REMINGTON RD,CHESTER,442047,1,1998,DEVELOPMENT SITE,-72.57470776270993,43.24777234632606,R1,Vermont Enhanced 911 Board
766880,346 MABEL WAY,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15405164928536,44.45670273743783,R1,Vermont Enhanced 911 Board
752413,444 VALE DR,SOUTH BURLINGTON,1640-01340.,1,2017,DEVELOPMENT SITE,-73.18686954036632,44.437057202718556,M,Vermont Enhanced 911 Board
332429,907 OLD COUNTY RD,CAVENDISH,2R07-059-,1,2008,DEVELOPMENT SITE,-72.58307965063396,43.427944819135014,R2,Vermont Enhanced 911 Board
762661,25 GRENOBLE WAY,WILMINGTON,HSCHAMON.101,4,2022,DEVELOPMENT SITE,-72.89190179267835,42.9225179478957,R1,Vermont Enhanced 911 Board
656309,1684 COVENTRY STATION RD,COVENTRY,0TH45002.A,1,2024,DEVELOPMENT SITE,-72.22890853878074,44.87067393036053,R2,Vermont Enhanced 911 Board
187001,317 BEECHNUT DR,PERU,-90426,1,2005,DEVELOPMENT SITE,-72.88062705490036,43.22928067513025,W,Vermont Enhanced 911 Board
768862,360 HARVEY RD,BRISTOL,-90219,1,2024,DEVELOPMENT SITE,-73.08524885252424,44.09133709491546,R1,Vermont Enhanced 911 Board
766859,196 MABEL WAY,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15382372443237,44.454525316401615,R1,Vermont Enhanced 911 Board
758770,1660 HOOPER HOLLOW RD,BETHEL,02-105.000,1,2020,DEVELOPMENT SITE,-72.75564319113724,43.831851701642314,R2,Vermont Enhanced 911 Board
800062,454 VT ROUTE 14 N,ALBANY,00350.,1,2020,DEVELOPMENT SITE,-72.32227558279334,44.77381182989856,R1,Vermont Enhanced 911 Board
766523,0 BENOIT DR,SAINT ALBANS TOWN,000000INDP-K3,1,2023,DEVELOPMENT SITE,-73.10278350840417,44.79455288648108,I,Vermont Enhanced 911 Board
759122,45 LONG DR,SOUTH BURLINGTON,0570-01227.,1,2020,DEVELOPMENT SITE,-73.16845452942285,44.43286757358136,C,Vermont Enhanced 911 Board
766839,76 MABEL WAY,SOUTH BURLINGTON,1260-00150.,1,2023,DEVELOPMENT SITE,-73.15464868769536,44.45277099092808,R1,Vermont Enhanced 911 Board
764031,435 COMMODORE DR,VERGENNES,290226.B,1,2022,DEVELOPMENT SITE,-73.2545951715339,44.15808767238415,M,Vermont Enhanced 911 Board
767202,845 FALLS RD,MENDON,090027000.,1,2023,DEVELOPMENT SITE,-72.89364919703993,43.600287262392186,M,Vermont Enhanced 911 Board
336154,311 MAPLE RDG,FAIRFIELD,P43-0295.000,1,1998,DEVELOPMENT SITE,-72.94002809275996,44.78301564209199,R2,Vermont Enhanced 911 Board
766847,77 BARN RD,SOUTH BURLINGTON,1260-00150.,1,2023,DEVELOPMENT SITE,-73.15417400594801,44.452029084687204,R1,Vermont Enhanced 911 Board
766825,76 DANIEL DR,SOUTH BURLINGTON,1260-00150.,1,2023,DEVELOPMENT SITE,-73.1549084851665,44.451938559527804,R1,Vermont Enhanced 911 Board
766883,366 MABEL WAY,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15440010171068,44.457019216524095,R1,Vermont Enhanced 911 Board
655847,135 COACHING LN,WEST WINDSOR,02-001.,1,2024,DEVELOPMENT SITE,-72.48608243828919,43.458660821568195,R1,Vermont Enhanced 911 Board
345434,288 PINE TREE LN,MANCHESTER,371,1,2012,DEVELOPMENT SITE,-73.08036713910819,43.192585749742406,R1,Vermont Enhanced 911 Board
620622,67 LOWER ENGLISH SETTLEMENT RD,UNDERHILL,LE059-,1,2020,DEVELOPMENT SITE,-72.91261191631335,44.524457630269644,R2,Vermont Enhanced 911 Board
767505,303 CEDAR LN,MONKTON,05.101.119.000,1,2023,DEVELOPMENT SITE,-73.148267508715,44.24305195930777,R2,Vermont Enhanced 911 Board
754909,0 HARBOR VIEW DR,SAINT ALBANS TOWN,HARBORVIEW-029,1,2018,DEVELOPMENT SITE,-73.08832528012127,44.787041412927195,M,Vermont Enhanced 911 Board
752409,511 VALE DR,SOUTH BURLINGTON,1640-01340.,1,2017,DEVELOPMENT SITE,-73.18735074935502,44.43772243428485,M,Vermont Enhanced 911 Board
768863,362 HARVEY RD,BRISTOL,-90219,1,2024,DEVELOPMENT SITE,-73.08522261677435,44.090452347791626,R1,Vermont Enhanced 911 Board
764542,456 LAKEVIEW LN,ELMORE,03/00/31.400,1,2022,DEVELOPMENT SITE,-72.50314594020107,44.52013272327966,R2,Vermont Enhanced 911 Board
760325,380 VT ROUTE 100,PITTSFIELD,99-0232-000,1,2021,DEVELOPMENT SITE,-72.82149294323226,43.72247670074173,R2,Vermont Enhanced 911 Board
755938,68 POKER HILL RD,UNDERHILL,BL004-,1,2019,DEVELOPMENT SITE,-72.93789217419209,44.54096535735289,R2,Vermont Enhanced 911 Board
767958,33 UPPER CANYON DR,DOVER,OLO09-B,1,2023,DEVELOPMENT SITE,-72.89007290915879,42.97317824908129,O,Vermont Enhanced 911 Board
755204,23 RUSSETT RD,SOUTH BURLINGTON,0570-R1580.,1,2018,DEVELOPMENT SITE,-73.16024021522061,44.42284296491305,M,Vermont Enhanced 911 Board
766834,44 MABEL WAY,SOUTH BURLINGTON,1260-00150.,1,2023,DEVELOPMENT SITE,-73.15544542995072,44.452762919746434,R1,Vermont Enhanced 911 Board
766846,9 MABEL WAY,SOUTH BURLINGTON,1260-00150.,1,2023,DEVELOPMENT SITE,-73.15596974787496,44.4532004172213,R1,Vermont Enhanced 911 Board
766618,0 BALSAM RIDGE RD,HARDWICK,06054.00040,1,2023,DEVELOPMENT SITE,-72.3430543149906,44.51822458484641,R2,Vermont Enhanced 911 Board
766842,41 MABEL WAY,SOUTH BURLINGTON,1260-00150.,1,2023,DEVELOPMENT SITE,-73.15534162420194,44.45314151875166,R1,Vermont Enhanced 911 Board
763156,0 SHERMAN RDG,VERGENNES,210104,1,2022,DEVELOPMENT SITE,-73.25556291608206,44.17316674395444,R1,Vermont Enhanced 911 Board
762199,24 SOUTHVIEW DR,MORRISTOWN,-8090,1,2022,DEVELOPMENT SITE,-72.58476917695741,44.572346074386004,C,Vermont Enhanced 911 Board
754886,0 HARBOR VIEW DR,SAINT ALBANS TOWN,HARBORVIEW-030B,1,2018,DEVELOPMENT SITE,-73.08968708523486,44.787142724489414,M,Vermont Enhanced 911 Board
766664,2876 VT ROUTE 105,JAY,02-0280003,1,2023,DEVELOPMENT SITE,-72.47632300759946,44.977802577999284,M,Vermont Enhanced 911 Board
766822,63 DANIEL DR,SOUTH BURLINGTON,1260-00150.,1,2023,DEVELOPMENT SITE,-73.15511610737423,44.452297513623044,R1,Vermont Enhanced 911 Board
767820,32 HONEY BRIM RD,VERNON,61401,1,2023,DEVELOPMENT SITE,-72.53820861747103,42.734614519643515,M,Vermont Enhanced 911 Board
754907,0 HARBOR VIEW DR,SAINT ALBANS TOWN,HARBORVIEW-029,1,2018,DEVELOPMENT SITE,-73.08847015643683,44.786821616009185,M,Vermont Enhanced 911 Board
765351,460 OKEMO VIEW LN,MOUNT HOLLY,11D3062.09,1,2022,DEVELOPMENT SITE,-72.78038511104828,43.41943847705435,M,Vermont Enhanced 911 Board
620623,57 LOWER ENGLISH SETTLEMENT RD,UNDERHILL,LE059-,1,2020,DEVELOPMENT SITE,-72.91368002681907,44.52360450344525,R2,Vermont Enhanced 911 Board
365525,193 BEAVER MEADOW RD,SUNDERLAND,-437,1,2023,DEVELOPMENT SITE,-73.12427317769077,43.0809438027465,R2,Vermont Enhanced 911 Board
762485,55 GILBERT ST,NEWPORT CITY,-134058,1,2022,DEVELOPMENT SITE,-72.21904696704601,44.931179310735715,M,Vermont Enhanced 911 Board
761884,669 BAIRD RD,STOWE,23003-140,1,2021,DEVELOPMENT SITE,-72.67590145063762,44.4875046870238,R2,Vermont Enhanced 911 Board
767395,1199 SWEET POND RD,GUILFORD,623,1,2023,DEVELOPMENT SITE,-72.63654484955131,42.76803340721338,C,Vermont Enhanced 911 Board
759118,94 LONG DR,SOUTH BURLINGTON,0570-01227.,1,2020,DEVELOPMENT SITE,-73.1675871482073,44.43347745387738,C,Vermont Enhanced 911 Board
767957,31 UPPER CANYON DR,DOVER,OLO09-B,1,2023,DEVELOPMENT SITE,-72.89004324994286,42.97297590152659,O,Vermont Enhanced 911 Board
327193,114 WATERFORD LN,SPRINGFIELD,01A/2/12-7,1,1998,DEVELOPMENT SITE,-72.52928601883657,43.339462065538086,R1,Vermont Enhanced 911 Board
756325,690 BLACK ROCK LN,DORSET,002747.,1,2019,DEVELOPMENT SITE,-73.07767520820042,43.24637002909812,R1,Vermont Enhanced 911 Board
766525,0 MAGNAN DR,SAINT ALBANS TOWN,000000INDP-K3,1,2023,DEVELOPMENT SITE,-73.10207388615989,44.7928753585832,I,Vermont Enhanced 911 Board
93102,690 TALLMAN RD,ELMORE,08/02/69.12,1,1998,DEVELOPMENT SITE,-72.48765710530095,44.48080192176343,W,Vermont Enhanced 911 Board
767199,119 SCHILLHAMMER RD,JERICHO,SC175-,1,2023,DEVELOPMENT SITE,-72.98791249766143,44.47026661909905,C,Vermont Enhanced 911 Board
759550,261 CHARLOTTES WAY,MONKTON,08.105.022.000,1,2021,DEVELOPMENT SITE,-73.12132812154596,44.20308998851615,R2,Vermont Enhanced 911 Board
766892,466 OLD FARM RD,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15524506904578,44.45639825677581,R1,Vermont Enhanced 911 Board
761980,165 UPPER ENGLISH SETTLEMENT RD,UNDERHILL,UE179-,1,2021,DEVELOPMENT SITE,-72.90879772062561,44.54390554077189,R2,Vermont Enhanced 911 Board
617730,200 QUIET LN,HYDE PARK,15038090.41,1,2017,DEVELOPMENT SITE,-72.61760242691935,44.62764856139481,M,Vermont Enhanced 911 Board
754900,0 HARBOR VIEW DR,SAINT ALBANS TOWN,HARBORVIEW-029,1,2018,DEVELOPMENT SITE,-73.08868764077991,44.78650858595955,M,Vermont Enhanced 911 Board
655262,891 MOUNTAIN RD,MONTGOMERY,00242.046X.,1,2023,DEVELOPMENT SITE,-72.59499132991034,44.88478892314637,R2,Vermont Enhanced 911 Board
766953,62 OBRIEN FARM RD EXT,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15417184906731,44.45745626880097,R1,Vermont Enhanced 911 Board
766412,3557 FLAMSTEAD RD,CHESTER,312020,1,2023,DEVELOPMENT SITE,-72.55096908765233,43.30620910262232,R1,Vermont Enhanced 911 Board
656289,350 VT ROUTE 105,JAY,15-0300005,1,2024,DEVELOPMENT SITE,-72.4296430010443,44.964707179501815,MHL,Vermont Enhanced 911 Board
758318,121 RUE BENOIT RD,MORRISTOWN,16111-0602,1,2020,DEVELOPMENT SITE,-72.61099584645687,44.50443300576012,R1,Vermont Enhanced 911 Board
767657,278 TREEHOUSE PL,HANCOCK,01-1060.200,1,2023,DEVELOPMENT SITE,-72.87008583700741,43.92496626930525,R2,Vermont Enhanced 911 Board
759461,418 TERRAPIN LN,ALBURGH,WS437-,1,2020,DEVELOPMENT SITE,-73.31172184621379,44.9077778268398,M,Vermont Enhanced 911 Board
766829,88 DANIEL DR,SOUTH BURLINGTON,1260-00150.,1,2023,DEVELOPMENT SITE,-73.15472535218052,44.451993835965595,R1,Vermont Enhanced 911 Board
611857,332 FARM RD,LOWELL,120328.,1,2016,DEVELOPMENT SITE,-72.42426420265798,44.776766006010924,R2,Vermont Enhanced 911 Board
766890,488 OLD FARM RD,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15514784800561,44.45664992290938,R1,Vermont Enhanced 911 Board
768156,0 LITTLE SHERBURNE RD,KILLINGTON,-11630,1,2023,DEVELOPMENT SITE,-72.73154667799606,43.63461099089308,M,Vermont Enhanced 911 Board
767174,821 LOWER PLAINS RD,SALISBURY,-309012,1,2023,DEVELOPMENT SITE,-73.09508024852452,43.957753283401416,R2,Vermont Enhanced 911 Board
760944,853 LOST NATION RD,BAKERSFIELD,0LN102.,1,2021,DEVELOPMENT SITE,-72.85468961281248,44.7533392032044,R2,Vermont Enhanced 911 Board
764359,50 ROSE ALY,MORRISTOWN,-8032,1,2022,DEVELOPMENT SITE,-72.57471545415025,44.56619905730156,M,Vermont Enhanced 911 Board
768861,76 RUFFED GROUSE LN,BRISTOL,-90219,1,2024,DEVELOPMENT SITE,-73.08376881639188,44.09068029170129,R1,Vermont Enhanced 911 Board
760119,131 SOUTHVIEW DR,MORRISTOWN,-8090,1,2021,DEVELOPMENT SITE,-72.58524208006723,44.573526855706646,C,Vermont Enhanced 911 Board
344390,1114 BIBLE HILL RD,WEST WINDSOR,02-144.,1,2011,DEVELOPMENT SITE,-72.48821111417249,43.47223180416045,M,Vermont Enhanced 911 Board
766888,398 MABEL WAY,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15513228506104,44.45708942871944,R1,Vermont Enhanced 911 Board
33,44 APPLE TREE RD,FAIRFAX,AP0026,1,2016,DEVELOPMENT SITE,-73.01403004468033,44.70548785430031,R1,Vermont Enhanced 911 Board
767497,1574 BEAVER MEADOW RD,VERSHIRE,08-81.000,1,2023,DEVELOPMENT SITE,-72.2545854299265,43.95729328667638,S2,Vermont Enhanced 911 Board
767953,26 UPPER CANYON DR,DOVER,OLO09-B,1,2023,DEVELOPMENT SITE,-72.88977701431551,42.97254809499573,O,Vermont Enhanced 911 Board
766877,333 MABEL WAY,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15446402802803,44.456417617360145,R1,Vermont Enhanced 911 Board
766881,354 MABEL WAY,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.1541363838504,44.45684809619274,R1,Vermont Enhanced 911 Board
752415,404 VALE DR,SOUTH BURLINGTON,1640-01340.,1,2017,DEVELOPMENT SITE,-73.18652438154665,44.43679716584831,M,Vermont Enhanced 911 Board
759536,297 MANELICKS DR,STOWE,10027-061,1,2021,DEVELOPMENT SITE,-72.64813699195196,44.45560244198367,M,Vermont Enhanced 911 Board
766869,290 MABEL WAY,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15391672391907,44.45578380201575,R1,Vermont Enhanced 911 Board
766873,304 MABEL WAY,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15384863973892,44.456013374777,R1,Vermont Enhanced 911 Board
767428,3382 W HILL RD,MONTGOMERY,00011.125X.,1,2023,DEVELOPMENT SITE,-72.65784231650565,44.855573872459495,W,Vermont Enhanced 911 Board
759546,200 CHARLOTTES WAY,MONKTON,08.105.022.000,1,2021,DEVELOPMENT SITE,-73.12022361267083,44.202332296527565,R2,Vermont Enhanced 911 Board
756506,8 GROUT RD,HARTLAND,014028-000,1,2019,DEVELOPMENT SITE,-72.40377882591626,43.59112244986377,R1,Vermont Enhanced 911 Board
760761,1061 STANCLIFF RD,MORRISTOWN,-16129,1,2021,DEVELOPMENT SITE,-72.607795944748,44.505055228751196,R2,Vermont Enhanced 911 Board
766964,130 OBRIEN FARM RD EXT,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15348538408347,44.4566416881545,R1,Vermont Enhanced 911 Board
766889,393 MABEL WAY,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.15503094996859,44.456768365281825,R1,Vermont Enhanced 911 Board
610657,1631 SAW MILL HILL RD,WELLS,000435-05,1,2015,DEVELOPMENT SITE,-73.18157896628955,43.432546682370855,R2,Vermont Enhanced 911 Board
326639,243 JACK FROST LN,MOUNT HOLLY,14A5009.02,1,1998,DEVELOPMENT SITE,-72.82719249187974,43.3997476677028,M,Vermont Enhanced 911 Board
756892,27 COTTONWOOD DR,WILLISTON,08104.011100,1,2019,DEVELOPMENT SITE,-73.104742861328,44.44629450657691,C,Vermont Enhanced 911 Board
764609,352 BERRY HILL RD,SHEFFIELD,122-015-02-,1,2022,DEVELOPMENT SITE,-72.10675439670841,44.60342407975036,W,Vermont Enhanced 911 Board
766957,86 OBRIEN FARM RD EXT,SOUTH BURLINGTON,1260-0200F.001,1,2023,DEVELOPMENT SITE,-73.1539108898199,44.457160123784355,R1,Vermont Enhanced 911 Board
365264,489 BUTTERFLY HL,DANVILLE,TH074-006.000,1,2021,DEVELOPMENT SITE,-72.0916323146056,44.38385584744322,M,Vermont Enhanced 911 Board
766809,120 CADENCE RD,SAINT GEORGE,119100100,1,2023,DEVELOPMENT SITE,-73.13216901384874,44.38599290953689,M,Vermont Enhanced 911 Board
