ESITEID,TOWNNAME,COUNTY,RPC,SITETYPE,Sitetype_General,UNITCOUNT,YEARBUILT,AFFORDABLE,GPSX,GPSY,PRIMARYADDRESS,ZIP,SOURCEOFDATA,CHANGE
771923,PUTNEY,WINDHAM,Windham RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2025,UNKNOWN,-72.56915181682442,42.999385184025535,68 ORCHARD HL,05346,Vermont Enhanced 911 Board,
646608,KILLINGTON,RUTLAND,Rutland Regional PC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2025,UNKNOWN,-72.81758118123076,43.695012982122385,230 BARROWS TOWNE RD,05751,Vermont Enhanced 911 Board,
365678,DANVILLE,CALEDONIA,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.1393563520734,44.40542584272189,453 PEACHAM RD,05828,Vermont Enhanced 911 Board,
771951,GLOVER,ORLEANS,Northeastern Vermont Dev. Assoc.,CAMP,OTHER RESIDENTIAL,1,2025,UNKNOWN,-72.23182107064333,44.66606859694068,1954 SHADOW LAKE RD,05839,Vermont Enhanced 911 Board,
93226,ENOSBURGH,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.77758129779943,44.916500104372396,34 WHITE RD,05450,Vermont Enhanced 911 Board,
760794,PAWLET,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,0,2021,UNKNOWN,-73.15693603027712,43.36449891887848,515 BEAVER BROOK RD,05761,Vermont Enhanced 911 Board,
771936,SWANTON,FRANKLIN,Northwest RPC,CAMP,OTHER RESIDENTIAL,1,2025,UNKNOWN,-73.21267960947917,44.93156126604896,124 F LAKEWOOD CAMPGROUND MAIN ST,05488,Vermont Enhanced 911 Board,
771928,SWANTON,FRANKLIN,Northwest RPC,CAMP,OTHER RESIDENTIAL,1,2025,UNKNOWN,-73.21401721850143,44.92698442007612,22 LAKEWOOD CAMPGROUND LAKE ST,05488,Vermont Enhanced 911 Board,
771981,GEORGIA,FRANKLIN,Northwest RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2025,UNKNOWN,-73.14630580566794,44.707132881181494,631 SODOM RD,05468,Vermont Enhanced 911 Board,
771950,GEORGIA,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.20484422999503,44.71702253687053,108 MILLS RD,05468,Vermont Enhanced 911 Board,
646552,FAYSTON,WASHINGTON,Central Vermont RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2025,UNKNOWN,-72.80010000830077,44.22836401951048,632 AIRPORT RD,05660,Vermont Enhanced 911 Board,
771732,LINCOLN,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.98356333832469,44.05479202403509,1280 COBB HILL RD,05443,Vermont Enhanced 911 Board,
646676,LUNENBURG,ESSEX,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-71.76193098441355,44.470996519907374,87 WILDERNESS RD,05906,Vermont Enhanced 911 Board,
771896,GUILDHALL,ESSEX,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-71.59625249348893,44.52319356375185,0 VT ROUTE 102,05905,Vermont Enhanced 911 Board,
646674,HARTFORD,WINDSOR,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.37052164118069,43.70704445779757,140 SUGARTOP RD,05001,Vermont Enhanced 911 Board,
646671,HARTFORD,WINDSOR,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.35552884670889,43.69999774989553,2065 JERICHO ST,05001,Vermont Enhanced 911 Board,
646680,EAST MONTPELIER,WASHINGTON,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.53581831087072,44.319265552843355,4356 NORTH ST,05602,Vermont Enhanced 911 Board,
646610,KILLINGTON,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.76083534369802,43.621904724737576,151 SKYE RIDGE DR,05751,Vermont Enhanced 911 Board,
646678,MIDDLETOWN SPRINGS,RUTLAND,Rutland Regional PC,CAMP,OTHER RESIDENTIAL,1,2025,UNKNOWN,-73.11566380396236,43.44176693709218,214 HUNDRED ACRE LN,05757,Vermont Enhanced 911 Board,
646661,BENNINGTON,BENNINGTON,Bennington County RC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.17881484461859,42.886089037503524,24 CASSIE LN,05201,Vermont Enhanced 911 Board,
771895,GUILDHALL,ESSEX,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-71.59588943275132,44.526047470293015,0 VT ROUTE 102,05905,Vermont Enhanced 911 Board,
646665,WILLIAMSTOWN,ORANGE,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.55927522922782,44.12504799199839,191 BEEDE MOUNTAIN RD,05679,Vermont Enhanced 911 Board,
646660,BENNINGTON,BENNINGTON,Bennington County RC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.17882689988568,42.886243305219445,32 CASSIE LN,05201,Vermont Enhanced 911 Board,
771955,WARREN,WASHINGTON,Central Vermont RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2025,UNKNOWN,-72.84918675851857,44.14076416098288,157 LOWER PINES RD,05674,Vermont Enhanced 911 Board,
646666,WASHINGTON,ORANGE,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.42566012819191,44.054738072657315,2518 PEPPER RD,05038,Vermont Enhanced 911 Board,
646663,BENNINGTON,BENNINGTON,Bennington County RC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.17836197126934,42.88489951258956,64 ETHANS WAY,05201,Vermont Enhanced 911 Board,
646654,WEATHERSFIELD,WINDSOR,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.40764386668305,43.39697849436689,189 LAWRENCE FARM RD,05030,Vermont Enhanced 911 Board,
646662,BENNINGTON,BENNINGTON,Bennington County RC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.17884158984756,42.885928824386326,10 CASSIE LN,05201,Vermont Enhanced 911 Board,
771813,DOVER,WINDHAM,Windham RC,CAMP,OTHER RESIDENTIAL,1,2025,UNKNOWN,-72.79440081897364,42.94556411606223,183 DOVER HILL RD,05341,Vermont Enhanced 911 Board,
771856,WOLCOTT,LAMOILLE,Lamoille County PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.38585270839758,44.59690882846877,215 HINES RD,05826,Vermont Enhanced 911 Board,
771882,TOPSHAM,ORANGE,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.27214730426307,44.08445506925016,80 VT ROUTE 25,05086,Vermont Enhanced 911 Board,
771831,NEWBURY,ORANGE,Two Rivers-Ottauquechee RC,CAMP,OTHER RESIDENTIAL,1,2025,UNKNOWN,-72.16091489922009,44.11845699436868,1159 HOOD TRL,05051,Vermont Enhanced 911 Board,
646650,LINCOLN,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.01306308079796,44.05372704014076,0 RIPTON RD,05443,Vermont Enhanced 911 Board,
771829,BALTIMORE,WINDSOR,Mount Ascutney RC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.56358692183862,43.35174172017595,110 BEMIS RD,05143,Vermont Enhanced 911 Board,
771821,HARTLAND,WINDSOR,Two Rivers-Ottauquechee RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2025,UNKNOWN,-72.42504149731295,43.54566453388889,7 B BROWNSVILLE RD,05048,Vermont Enhanced 911 Board,
771514,ADDISON,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.40602965047913,44.082437169849044,702 TRI TOWN RD,05491,Vermont Enhanced 911 Board,
771899,CRAFTSBURY,ORLEANS,Northeastern Vermont Dev. Assoc.,MOBILE HOME,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.38585793266273,44.6384740767185,106 PRESCOTT DR,05826,Vermont Enhanced 911 Board,
771834,VERSHIRE,ORANGE,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.38445900239039,43.97278128200928,1451 MCIVER RD,05079,Vermont Enhanced 911 Board,
646647,ADDISON,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.41499099200664,44.058368235994905,260 BURGEY FARM RD,05491,Vermont Enhanced 911 Board,
646641,TOWNSHEND,WINDHAM,Windham RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2025,UNKNOWN,-72.63566128071635,43.02861154916919,47 JAMIE LN,05353,Vermont Enhanced 911 Board,
771892,SHAFTSBURY,BENNINGTON,Bennington County RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.1655114050842,43.00541040914073,1392 MAPLE HILL RD,05262,Vermont Enhanced 911 Board,
771823,RUTLAND CITY,RUTLAND,Rutland Regional PC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2025,UNKNOWN,-72.97493766772148,43.625817019044575,8 TENNEYBROOK CT,05701,Vermont Enhanced 911 Board,
771812,CASTLETON,RUTLAND,Rutland Regional PC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.20367429167507,43.62253142677346,1110 VT ROUTE 30 N,05732,Vermont Enhanced 911 Board,
771857,WOLCOTT,LAMOILLE,Lamoille County PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.52494304132253,44.556870003523535,89 WALNUT LN,05680,Vermont Enhanced 911 Board,
771900,WESTON,WINDSOR,Windham RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2025,UNKNOWN,-72.78422366354893,43.2554867423758,67 OLD TAVERN RD,05161,Vermont Enhanced 911 Board,
771830,BALTIMORE,WINDSOR,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.54966004285166,43.3675551297128,3676 BALTIMORE RD,05143,Vermont Enhanced 911 Board,
771828,THETFORD,ORANGE,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.23637040332814,43.87066794448205,2005 FIVE CORNERS RD,05045,Vermont Enhanced 911 Board,
755158,BRIDGEWATER,WINDSOR,Two Rivers-Ottauquechee RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,0,2018,UNKNOWN,-72.66922647634269,43.62174281303749,466 BAKER HILL RD,05035,Vermont Enhanced 911 Board,
771907,NEWPORT TOWN,ORLEANS,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.3611687949371,44.87427624610045,4565 COLLINS MILL RD,05857,Vermont Enhanced 911 Board,
771862,PLYMOUTH,WINDSOR,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.6969774942606,43.46791395056629,140 ECHO VIEW DR,05149,Vermont Enhanced 911 Board,
771849,WATERBURY,WASHINGTON,Central Vermont RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2025,UNKNOWN,-72.72067471253902,44.4121659592215,0 BURT FARM LN,05677,Vermont Enhanced 911 Board,
767985,LONDONDERRY,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-72.74862238318757,43.22520555750938,305 GARDINER DR,05148,Vermont Enhanced 911 Board,
611583,STARKSBORO,ADDISON,Addison County RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2016,UNKNOWN,-73.05244791417543,44.18691946738665,48 VT ROUTE 116,05487,Vermont Enhanced 911 Board,
771864,HIGHGATE,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-73.03203025353136,44.93974701460355,107 EASY ST,05459,Vermont Enhanced 911 Board,
365677,BROOKFIELD,ORANGE,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.56118567716253,44.00231249198604,4624 VT ROUTE 14,05041,Vermont Enhanced 911 Board,
771865,SPRINGFIELD,WINDSOR,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.5170482633635,43.30021278147667,74 BELLOWS RD,05156,Vermont Enhanced 911 Board,
771859,CRAFTSBURY,ORLEANS,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.38978174328959,44.64146743291346,27 SCOTTS LN,05826,Vermont Enhanced 911 Board,
771835,CHELSEA,ORANGE,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.38921367002608,43.97440168343899,1500 MCIVER RD,05079,Vermont Enhanced 911 Board,
771815,MIDDLESEX,WASHINGTON,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.68658880651216,44.31731366554741,295 NOTCH RD,05602,Vermont Enhanced 911 Board,
646539,MARSHFIELD,WASHINGTON,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2025,UNKNOWN,-72.30603541411843,44.35256678987127,1390 VT ROUTE 232,05658,Vermont Enhanced 911 Board,
